"","id","series","start_datetime","timezone","ground","longitude","latitude","altitude","match_length_overs","match_length_balls","max_balls_team1","max_balls_team2","team1","team2","neutral_venue","first_innings","toss_winner","toss_choice","dbMktPriceTeam1","dbMktPriceTeam2","victor","balls_team1","balls_team2","byes_team1","byes_team2","leg_byes_team1","leg_byes_team2","no_balls_team1","no_balls_team2","runs_team1","runs_team2","target_team1","target_team2","wickets_team1","wickets_team2","wides_team1","wides_team2"
"320",15771,"KFC Big Bash League 2019/20",2019-12-28 08:10:00,"Australia/Sydney","Sydney Cricket Ground",151.224771,-33.891645,30,20,120,120,120,"Sydney Sixers","Sydney Thunder",0,"Sydney Thunder","Sydney Thunder","Bat",2.17,1.73,"Tie",120,120,0,2,2,4,0,2,149,149,150,NA,7,8,2,2
"321",15772,"KFC Big Bash League 2019/20",2019-12-29 08:10:00,"Australia/Melbourne","Docklands Stadium",144.947506,-37.816565,20,20,120,120,120,"Melbourne Renegades","Adelaide Strikers",0,"Adelaide Strikers","Adelaide Strikers","Bat",1.885,1.971,"Adelaide Strikers",120,120,0,0,3,3,0,0,137,155,156,NA,8,6,2,2
"322",15773,"KFC Big Bash League 2019/20",2019-12-30 08:10:00,"Australia/Hobart","York Park",147.1388951,-41.425969,11,20,120,108,66,"Hobart Hurricanes","Melbourne Stars",1,"Hobart Hurricanes","Melbourne Stars","Bowl",2.41,1.602,"Melbourne Stars",66,45,2,0,1,0,0,0,69,55,NA,80,5,3,2,6
"323",15774,"KFC Big Bash League 2019/20",2019-12-31 08:10:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Sydney Thunder",0,"Sydney Thunder","Sydney Thunder","Bat",1.781,2.09,"Sydney Thunder",120,120,1,0,2,0,2,2,165,168,169,NA,9,5,3,3
"324",15775,"KFC Big Bash League 2019/20",2020-01-01 08:10:00,"Australia/Brisbane","Carrara Oval",153.3670875,-28.0063121,6,20,120,120,120,"Brisbane Heat","Perth Scorchers",0,"Perth Scorchers","Perth Scorchers","Bat",1.758,2.13,"Perth Scorchers",112,120,0,0,2,0,0,0,109,149,150,NA,10,6,3,1
"325",15776,"KFC Big Bash League 2019/20",2020-01-02 08:10:00,"Australia/Melbourne","Docklands Stadium",144.947506,-37.816565,20,20,120,120,120,"Melbourne Renegades","Sydney Sixers",0,"Melbourne Renegades","Melbourne Renegades","Bat",1.769,2.11,"Sydney Sixers",120,119,0,1,1,1,0,0,153,154,NA,154,6,4,2,1
"326",15777,"KFC Big Bash League 2019/20",2020-01-02 04:40:00,"Australia/Sydney","Sydney Showground Stadium",151.067879,-33.843277,18,20,120,120,120,"Sydney Thunder","Melbourne Stars",0,"Sydney Thunder","Sydney Thunder","Bat",2.22,1.699,"Melbourne Stars",120,118,0,0,12,7,0,0,142,143,NA,143,7,7,4,2
"327",15778,"KFC Big Bash League 2019/20",2020-01-03 08:10:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Brisbane Heat",0,"Brisbane Heat","Hobart Hurricanes","Bowl",1.909,1.943,"Brisbane Heat",120,120,4,0,1,0,1,1,181,212,213,NA,9,3,4,2
"328",15779,"KFC Big Bash League 2019/20",2020-01-04 08:10:00,"Australia/Melbourne","Melbourne Cricket Ground",144.983449,-37.819967,12,20,120,120,120,"Melbourne Stars","Melbourne Renegades",0,"Melbourne Renegades","Melbourne Stars","Bowl",1.637,2.34,"Melbourne Stars",113,120,0,1,1,8,0,0,143,142,143,NA,2,9,2,1
"329",15780,"KFC Big Bash League 2019/20",2020-01-05 10:40:00,"Australia/Perth","Perth Stadium",115.8822005,-31.9573535,20,20,120,120,120,"Perth Scorchers","Hobart Hurricanes",0,"Hobart Hurricanes","Hobart Hurricanes","Bat",1.758,2.13,"Hobart Hurricanes",120,120,5,1,0,6,0,1,172,180,181,NA,8,2,7,9
"330",15781,"KFC Big Bash League 2019/20",2020-01-06 08:10:00,"Australia/Sydney","Sydney Showground Stadium",151.067879,-33.843277,18,20,120,30,48,"Sydney Thunder","Brisbane Heat",0,"Brisbane Heat","Brisbane Heat","Bat",1.862,2,"Brisbane Heat",30,48,0,1,0,1,0,0,60,119,77,NA,4,4,2,2
"331",15782,"KFC Big Bash League 2019/20",2020-01-07 08:10:00,"Australia/Melbourne","Kardinia Park",144.354573,-38.15796,15,20,120,120,120,"Melbourne Renegades","Perth Scorchers",1,"Melbourne Renegades","Perth Scorchers","Bowl",1.943,1.909,"Perth Scorchers",120,114,0,0,0,1,0,1,175,178,NA,176,5,4,6,4
"332",15783,"KFC Big Bash League 2019/20",2020-01-08 04:40:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Sydney Sixers",0,"Adelaide Strikers","Sydney Sixers","Bowl",1.787,2.09,"Sydney Sixers",118,112,0,0,3,0,0,1,135,137,NA,136,10,8,9,5
"333",15784,"KFC Big Bash League 2019/20",2020-01-08 08:10:00,"Australia/Melbourne","Melbourne Cricket Ground",144.983449,-37.819967,12,20,120,120,120,"Melbourne Stars","Sydney Thunder",0,"Sydney Thunder","Melbourne Stars","Bowl",1.541,2.57,"Melbourne Stars",107,120,0,5,2,3,1,0,148,145,146,NA,4,5,3,2
"334",15785,"KFC Big Bash League 2019/20",2020-01-09 08:10:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Hobart Hurricanes",0,"Hobart Hurricanes","Hobart Hurricanes","Bat",1.526,2.61,"Brisbane Heat",110,120,0,0,1,1,0,0,131,126,127,NA,5,9,1,7
"335",15786,"KFC Big Bash League 2019/20",2020-01-10 08:10:00,"Australia/Melbourne","Docklands Stadium",144.947506,-37.816565,20,20,120,120,120,"Melbourne Renegades","Melbourne Stars",0,"Melbourne Renegades","Melbourne Stars","Bowl",2.62,1.521,"Melbourne Stars",120,112,0,0,4,2,0,0,168,169,NA,169,7,3,5,2
"336",15787,"KFC Big Bash League 2019/20",2020-01-11 10:10:00,"Australia/Perth","Perth Stadium",115.8822005,-31.9573535,20,20,120,120,120,"Perth Scorchers","Brisbane Heat",0,"Perth Scorchers","Perth Scorchers","Bat",2.09,1.781,"Perth Scorchers",120,120,0,0,5,1,1,0,213,179,NA,214,3,8,2,4
"337",15788,"KFC Big Bash League 2019/20",2020-01-11 07:10:00,"Australia/Sydney","Sydney Showground Stadium",151.067879,-33.843277,18,20,120,120,120,"Sydney Thunder","Hobart Hurricanes",0,"Hobart Hurricanes","Sydney Thunder","Bowl",1.625,2.37,"Sydney Thunder",118,120,1,0,3,3,0,0,166,162,163,NA,6,6,9,2
"338",15789,"KFC Big Bash League 2019/20",2020-01-12 04:40:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Melbourne Renegades",0,"Adelaide Strikers","Adelaide Strikers","Bat",1.704,2.21,"Adelaide Strikers",120,106,0,0,0,4,0,0,173,110,NA,174,6,10,1,7
"339",15790,"KFC Big Bash League 2019/20",2020-01-12 08:10:00,"Australia/Melbourne","Melbourne Cricket Ground",144.983449,-37.819967,12,20,120,120,120,"Melbourne Stars","Sydney Sixers",0,"Melbourne Stars","Sydney Sixers","Bowl",1.885,1.962,"Melbourne Stars",120,120,0,0,3,2,1,0,219,175,NA,220,1,7,4,3
"340",15791,"KFC Big Bash League 2019/20",2020-01-13 08:10:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Perth Scorchers",0,"Perth Scorchers","Hobart Hurricanes","Bowl",2.08,1.794,"Perth Scorchers",103,120,0,2,0,2,0,0,98,175,176,NA,10,7,0,7
"341",15792,"KFC Big Bash League 2019/20",2020-01-14 04:40:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Adelaide Strikers",0,"Adelaide Strikers","Adelaide Strikers","Bat",1.645,2.32,"Brisbane Heat",92,114,0,0,0,3,1,0,114,110,111,NA,3,10,1,1
"342",15793,"KFC Big Bash League 2019/20",2020-01-15 10:10:00,"Australia/Perth","Perth Stadium",115.8822005,-31.9573535,20,20,120,120,120,"Perth Scorchers","Melbourne Stars",0,"Perth Scorchers","Perth Scorchers","Bat",2.25,1.685,"Melbourne Stars",83,72,0,0,1,4,0,0,86,89,NA,87,10,2,6,5
"343",15794,"KFC Big Bash League 2019/20",2020-01-16 08:10:00,"Australia/Sydney","Sydney Cricket Ground",151.224771,-33.891645,30,20,120,120,120,"Sydney Sixers","Hobart Hurricanes",0,"Sydney Sixers","Hobart Hurricanes","Bowl",1.893,1.962,NA,40,0,0,0,1,0,0,0,45,0,NA,46,2,0,0,0
"344",15795,"KFC Big Bash League 2019/20",2020-01-17 04:40:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Brisbane Heat",0,"Brisbane Heat","Brisbane Heat","Bat",2.28,1.667,"Adelaide Strikers",65,102,4,0,0,3,0,0,104,100,101,NA,0,10,0,3
"345",15796,"KFC Big Bash League 2019/20",2020-01-18 04:40:00,"Australia/Melbourne","Melbourne Cricket Ground",144.983449,-37.819967,12,20,120,120,120,"Melbourne Stars","Perth Scorchers",0,"Melbourne Stars","Melbourne Stars","Bat",1.82,2.05,"Melbourne Stars",120,120,0,0,8,2,0,1,141,131,NA,142,6,9,7,3
"346",15797,"KFC Big Bash League 2019/20",2020-01-18 08:10:00,"Australia/Sydney","Sydney Showground Stadium",151.067879,-33.843277,18,20,120,96,96,"Sydney Thunder","Sydney Sixers",0,"Sydney Sixers","Sydney Thunder","Bowl",1.833,2.03,"Sydney Thunder",33,95,0,0,0,1,1,0,28,76,75,NA,2,10,1,4
"347",15798,"KFC Big Bash League 2019/20",2020-01-19 08:10:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Melbourne Renegades",0,"Melbourne Renegades","Brisbane Heat","Bowl",1.461,2.83,"Melbourne Renegades",90,120,0,2,0,1,0,0,120,164,165,NA,10,6,0,5
"348",15799,"KFC Big Bash League 2019/20",2020-01-19 03:45:00,"Australia/Hobart","York Park",147.1388951,-41.425969,11,20,120,120,120,"Adelaide Strikers","Hobart Hurricanes",1,"Adelaide Strikers","Hobart Hurricanes","Bowl",1.69,2.24,"Adelaide Strikers",120,120,0,0,6,1,0,0,186,176,NA,187,5,6,0,0
"349",15800,"KFC Big Bash League 2019/20",2020-01-20 10:40:00,"Australia/Perth","Perth Stadium",115.8822005,-31.9573535,20,20,120,120,120,"Perth Scorchers","Sydney Thunder",0,"Sydney Thunder","Sydney Thunder","Bat",1.667,2.28,"Perth Scorchers",93,120,0,0,1,3,1,1,154,153,154,NA,2,5,12,9
"350",15801,"KFC Big Bash League 2019/20",2020-01-20 07:40:00,"Australia/Sydney","Sydney Cricket Ground",151.224771,-33.891645,30,20,120,84,84,"Sydney Sixers","Melbourne Stars",0,"Sydney Sixers","Melbourne Stars","Bowl",2.04,1.826,"Sydney Sixers",84,84,0,1,1,1,1,1,143,125,NA,147,4,5,2,3
"351",15802,"KFC Big Bash League 2019/20",2020-01-21 08:10:00,"Australia/Melbourne","Docklands Stadium",144.947506,-37.816565,20,20,120,120,120,"Melbourne Renegades","Hobart Hurricanes",0,"Hobart Hurricanes","Melbourne Renegades","Bowl",1.704,2.22,"Hobart Hurricanes",120,120,1,0,2,0,1,0,186,190,191,NA,4,3,2,1
"352",15803,"KFC Big Bash League 2019/20",2020-01-22 08:10:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Melbourne Stars",0,"Adelaide Strikers","Melbourne Stars","Bowl",1.763,2.12,"Adelaide Strikers",120,120,1,1,7,5,0,0,162,151,NA,163,4,8,1,8
"353",15804,"KFC Big Bash League 2019/20",2020-01-23 08:10:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Sydney Sixers",0,"Brisbane Heat","Sydney Sixers","Bowl",1.806,2.06,"Sydney Sixers",120,95,0,0,1,8,0,0,126,127,NA,127,8,2,6,3
"354",15805,"KFC Big Bash League 2019/20",2020-01-24 07:10:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Sydney Thunder",0,"Hobart Hurricanes","Hobart Hurricanes","Bat",1.654,2.3,"Hobart Hurricanes",120,105,0,0,1,2,0,0,185,128,NA,186,6,10,6,2
"355",15806,"KFC Big Bash League 2019/20",2020-01-24 10:10:00,"Australia/Perth","Perth Stadium",115.8822005,-31.9573535,20,20,120,120,120,"Perth Scorchers","Adelaide Strikers",0,"Adelaide Strikers","Adelaide Strikers","Bat",2.04,1.82,"Adelaide Strikers",120,120,0,1,3,1,0,1,165,181,182,NA,7,5,6,0
"356",15807,"KFC Big Bash League 2019/20",2020-01-25 08:10:00,"Australia/Melbourne","Melbourne Cricket Ground",144.983449,-37.819967,12,20,120,120,120,"Melbourne Stars","Brisbane Heat",0,"Brisbane Heat","Brisbane Heat","Bat",2.07,1.8,"Brisbane Heat",106,120,0,0,7,4,0,0,115,186,187,NA,10,5,6,3
"357",15808,"KFC Big Bash League 2019/20",2020-01-25 04:40:00,"Australia/Sydney","Sydney Cricket Ground",151.224771,-33.891645,30,20,120,120,120,"Sydney Sixers","Melbourne Renegades",0,"Melbourne Renegades","Sydney Sixers","Bowl",1.435,2.93,"Sydney Sixers",112,120,0,1,1,2,0,0,176,175,176,NA,3,5,5,1
"358",15809,"KFC Big Bash League 2019/20",2020-01-26 08:10:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Hobart Hurricanes",0,"Hobart Hurricanes","Hobart Hurricanes","Bat",1.699,2.22,"Hobart Hurricanes",120,120,8,0,3,2,0,0,207,217,218,NA,8,1,2,9
"359",15810,"KFC Big Bash League 2019/20",2020-01-26 03:45:00,"Australia/Sydney","Sydney Showground Stadium",151.067879,-33.843277,18,20,120,72,120,"Sydney Thunder","Perth Scorchers",0,"Perth Scorchers","Perth Scorchers","Bat",2.31,1.654,"Sydney Thunder",70,90,0,0,1,1,0,0,97,99,96,NA,3,4,1,0
"360",15811,"KFC Big Bash League 2019/20",2020-01-27 03:45:00,"Australia/Melbourne","Docklands Stadium",144.947506,-37.816565,20,20,120,120,120,"Melbourne Renegades","Brisbane Heat",0,"Brisbane Heat","Brisbane Heat","Bat",2.8,1.467,"Melbourne Renegades",116,120,0,0,3,3,0,0,155,154,155,NA,3,7,6,1
"361",16118,"KFC Big Bash League 2019/20",2019-12-22 03:45:00,"Australia/Melbourne","Ted Summerton Reserve",146.256914,-38.182732,71,20,120,120,120,"Hobart Hurricanes","Melbourne Stars",1,"Melbourne Stars","Melbourne Stars","Bat",2.46,1.585,"Melbourne Stars",96,120,0,1,2,1,0,2,111,163,164,NA,10,4,5,1
"362",16268,"KFC Big Bash League 2019/20",2020-01-05 07:40:00,"Australia/Sydney","Coffs International Stadium",153.094944,-30.318749,15,20,120,120,120,"Adelaide Strikers","Sydney Sixers",1,"Adelaide Strikers","Adelaide Strikers","Bat",1.714,2.2,"Sydney Sixers",120,117,0,0,7,1,0,1,176,180,NA,177,6,3,3,1
"363",16376,"KFC Big Bash League 2019/20",2019-12-21 07:10:00,"Australia/Sydney","Manuka Oval",149.134592,-35.318131,555,20,120,120,120,"Adelaide Strikers","Sydney Thunder",1,"Adelaide Strikers","Sydney Thunder","Bowl",2.05,1.82,NA,120,26,0,0,0,0,0,0,161,40,NA,162,5,1,3,2
"364",16761,"KFC Big Bash League 2019/20",2020-01-15 07:10:00,"Australia/Sydney","Manuka Oval",149.134592,-35.318131,555,20,120,120,84,"Melbourne Renegades","Sydney Thunder",1,"Melbourne Renegades","Melbourne Renegades","Bat",2.23,1.694,"Melbourne Renegades",120,84,0,0,4,4,0,0,172,122,NA,135,4,7,7,0
"365",16976,"KFC Big Bash League 2019/20",2020-01-31 08:15:00,"Australia/Melbourne","Melbourne Cricket Ground",144.983449,-37.819967,12,20,120,120,120,"Melbourne Stars","Sydney Sixers",0,"Sydney Sixers","Melbourne Stars","Bowl",1.84,2.02,"Sydney Sixers",108,120,0,2,1,2,0,0,99,142,143,NA,10,7,3,10
"366",16978,"KFC Big Bash League 2019/20",2020-01-30 08:40:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Sydney Thunder",0,"Sydney Thunder","Sydney Thunder","Bat",1.69,2.24,"Sydney Thunder",111,120,0,1,3,4,0,0,140,197,198,NA,10,5,8,3
"367",16988,"KFC Big Bash League 2019/20",2020-02-01 08:40:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Sydney Thunder",0,"Sydney Thunder","Adelaide Strikers","Bowl",1.685,2.24,"Sydney Thunder",120,120,0,0,0,1,0,0,143,151,152,NA,9,7,10,5
"368",17004,"KFC Big Bash League 2019/20",2020-02-06 08:40:00,"Australia/Melbourne","Melbourne Cricket Ground",144.983449,-37.819967,12,20,120,120,120,"Melbourne Stars","Sydney Thunder",0,"Melbourne Stars","Melbourne Stars","Bat",1.769,2.11,"Melbourne Stars",120,120,1,0,9,4,0,0,194,166,NA,195,2,8,3,1
"369",17028,"KFC Big Bash League 2019/20",2020-02-08 08:15:00,"Australia/Sydney","Sydney Cricket Ground",151.224771,-33.891645,30,20,120,72,72,"Sydney Sixers","Melbourne Stars",0,"Sydney Sixers","Melbourne Stars","Bowl",1.935,1.917,"Sydney Sixers",72,72,0,0,3,0,0,0,116,97,NA,117,5,6,4,0
"370",18378,"KFC T20 Big Bash League 2020/21",2020-12-10 08:15:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Sydney Sixers",0,"Hobart Hurricanes","Sydney Sixers","Bowl",2.03,1.833,"Hobart Hurricanes",120,120,0,1,2,1,0,0,178,162,NA,179,8,6,4,5
"371",18380,"KFC T20 Big Bash League 2020/21",2020-12-11 08:15:00,"Australia/Sydney","Manuka Oval",149.134592,-35.318131,555,20,120,120,120,"Brisbane Heat","Melbourne Stars",1,"Brisbane Heat","Melbourne Stars","Bowl",2.59,1.532,"Melbourne Stars",119,103,1,0,4,0,1,0,125,129,NA,126,10,4,0,3
"372",18382,"KFC T20 Big Bash League 2020/21",2020-12-12 08:15:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Melbourne Renegades","Perth Scorchers",1,"Perth Scorchers","Perth Scorchers","Bat",2.15,1.746,"Melbourne Renegades",99,115,0,1,6,0,1,1,131,130,131,NA,3,10,5,5
"373",18384,"KFC T20 Big Bash League 2020/21",2020-12-12 05:05:00,"Australia/Sydney","Manuka Oval",149.134592,-35.318131,555,20,120,120,120,"Melbourne Stars","Sydney Thunder",1,"Melbourne Stars","Melbourne Stars","Bat",1.741,2.16,"Melbourne Stars",120,120,0,0,2,1,0,1,169,147,NA,170,8,9,8,4
"374",18386,"KFC T20 Big Bash League 2020/21",2020-12-13 03:10:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Adelaide Strikers",0,"Hobart Hurricanes","Adelaide Strikers","Bowl",2.01,1.847,"Hobart Hurricanes",120,120,0,0,1,3,2,1,174,163,NA,175,5,9,2,2
"375",18388,"KFC T20 Big Bash League 2020/21",2020-12-13 08:15:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Melbourne Renegades","Sydney Sixers",1,"Sydney Sixers","Melbourne Renegades","Bowl",1.704,2.22,"Sydney Sixers",64,120,0,0,1,0,0,0,60,205,206,NA,10,4,0,4
"376",18390,"KFC T20 Big Bash League 2020/21",2020-12-14 08:15:00,"Australia/Sydney","Manuka Oval",149.134592,-35.318131,555,20,120,120,120,"Brisbane Heat","Sydney Thunder",1,"Brisbane Heat","Brisbane Heat","Bat",2.24,1.69,"Sydney Thunder",120,113,0,4,1,0,0,1,178,180,NA,179,6,6,2,1
"377",18392,"KFC T20 Big Bash League 2020/21",2020-12-15 08:15:00,"Australia/Hobart","York Park",147.1388951,-41.425969,11,20,120,120,120,"Adelaide Strikers","Hobart Hurricanes",1,"Hobart Hurricanes","Adelaide Strikers","Bowl",1.952,1.901,"Adelaide Strikers",112,117,0,0,2,1,0,0,147,146,147,NA,5,10,5,5
"378",18394,"KFC T20 Big Bash League 2020/21",2020-12-16 08:15:00,"Australia/Hobart","York Park",147.1388951,-41.425969,11,20,120,36,120,"Melbourne Stars","Perth Scorchers",1,"Perth Scorchers","Melbourne Stars","Bowl",1.714,2.19,NA,7,102,0,0,0,5,0,0,10,158,76,NA,1,6,0,6
"379",18396,"KFC T20 Big Bash League 2020/21",2020-12-19 00:10:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Melbourne Renegades",0,"Melbourne Renegades","Hobart Hurricanes","Bowl",1.585,2.45,"Hobart Hurricanes",106,120,0,0,1,2,3,1,161,157,158,NA,4,5,4,2
"380",18398,"KFC T20 Big Bash League 2020/21",2020-12-20 08:15:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Adelaide Strikers","Sydney Sixers",1,"Sydney Sixers","Adelaide Strikers","Bowl",1.781,2.09,"Sydney Sixers",120,120,1,0,3,3,0,0,139,177,178,NA,7,5,4,10
"381",18400,"KFC T20 Big Bash League 2020/21",2020-12-22 08:15:00,"Australia/Sydney","Manuka Oval",149.134592,-35.318131,555,20,120,120,120,"Perth Scorchers","Sydney Thunder",1,"Perth Scorchers","Sydney Thunder","Bowl",1.758,2.13,"Sydney Thunder",120,117,2,0,5,1,0,0,152,156,NA,153,5,3,2,8
"382",18402,"KFC T20 Big Bash League 2020/21",2020-12-23 08:15:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Adelaide Strikers",0,"Adelaide Strikers","Brisbane Heat","Bowl",2.02,1.763,"Adelaide Strikers",120,120,0,0,1,3,0,0,148,150,151,NA,9,6,2,9
"383",18404,"KFC T20 Big Bash League 2020/21",2020-12-26 10:20:00,"Australia/Brisbane","Carrara Oval",153.3670875,-28.0063121,6,20,120,120,120,"Melbourne Stars","Sydney Sixers",1,"Melbourne Stars","Sydney Sixers","Bowl",1.901,1.952,"Sydney Sixers",120,119,0,4,3,8,1,0,193,194,NA,194,5,9,8,2
"384",18406,"KFC T20 Big Bash League 2020/21",2020-12-26 07:10:00,"Australia/Sydney","Manuka Oval",149.134592,-35.318131,555,20,120,120,120,"Melbourne Renegades","Sydney Thunder",1,"Sydney Thunder","Melbourne Renegades","Bowl",1.8,2.07,"Sydney Thunder",74,120,0,0,0,5,0,0,80,209,210,NA,10,8,3,3
"385",18408,"KFC T20 Big Bash League 2020/21",2020-12-27 08:15:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Hobart Hurricanes",0,"Hobart Hurricanes","Brisbane Heat","Bowl",2.56,1.541,"Brisbane Heat",104,120,0,0,5,0,0,1,152,148,149,NA,6,7,5,1
"386",18410,"KFC T20 Big Bash League 2020/21",2020-12-28 08:15:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Perth Scorchers",0,"Adelaide Strikers","Perth Scorchers","Bowl",2.35,1.633,"Adelaide Strikers",120,92,0,0,4,0,1,0,165,94,NA,166,8,10,13,1
"387",18412,"KFC T20 Big Bash League 2020/21",2020-12-29 07:10:00,"Australia/Brisbane","Carrara Oval",153.3670875,-28.0063121,6,20,120,120,120,"Melbourne Renegades","Sydney Sixers",1,"Melbourne Renegades","Melbourne Renegades","Bat",2.23,1.694,"Sydney Sixers",120,119,0,0,4,3,0,1,168,169,NA,169,6,8,3,3
"388",18414,"KFC T20 Big Bash League 2020/21",2020-12-29 08:15:00,"Australia/Sydney","Manuka Oval",149.134592,-35.318131,555,20,120,120,120,"Melbourne Stars","Sydney Thunder",1,"Sydney Thunder","Melbourne Stars","Bowl",1.833,2.03,"Sydney Thunder",119,120,0,0,1,0,0,1,144,219,220,NA,10,7,1,7
"389",18416,"KFC T20 Big Bash League 2020/21",2020-12-30 08:15:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Hobart Hurricanes",0,"Hobart Hurricanes","Brisbane Heat","Bowl",2.24,1.69,"Hobart Hurricanes",120,118,0,0,0,2,3,1,149,150,151,NA,8,10,4,7
"390",18418,"KFC T20 Big Bash League 2020/21",2020-12-31 08:15:00,"Australia/Adelaide","Adelaide Oval",138.596111,-34.915556,19,20,120,120,120,"Adelaide Strikers","Perth Scorchers",0,"Adelaide Strikers","Perth Scorchers","Bowl",1.98,1.87,"Perth Scorchers",120,106,0,0,4,1,1,0,146,147,NA,147,9,3,2,1
"391",18420,"KFC T20 Big Bash League 2020/21",2021-01-01 08:15:00,"Australia/Brisbane","Carrara Oval",153.3670875,-28.0063121,6,20,120,120,72,"Melbourne Renegades","Sydney Thunder",1,"Melbourne Renegades","Sydney Thunder","Bowl",2.2,1.714,"Sydney Thunder",102,72,0,0,4,1,1,0,166,117,NA,111,6,2,3,2
"392",18422,"KFC T20 Big Bash League 2020/21",2021-01-02 09:15:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Sydney Sixers",0,"Sydney Sixers","Sydney Sixers","Bat",2.1,1.775,"Brisbane Heat",113,120,5,0,5,0,0,1,171,165,166,NA,6,8,6,9
"393",18424,"KFC T20 Big Bash League 2020/21",2021-01-02 06:05:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Melbourne Stars",0,"Hobart Hurricanes","Melbourne Stars","Bowl",1.877,1.98,"Hobart Hurricanes",120,120,1,0,2,3,1,0,164,143,NA,165,5,9,5,3
"394",18426,"KFC T20 Big Bash League 2020/21",2021-01-03 08:15:00,"Australia/Brisbane","Carrara Oval",153.3670875,-28.0063121,6,20,120,120,120,"Adelaide Strikers","Sydney Sixers",1,"Adelaide Strikers","Sydney Sixers","Bowl",1.862,1.99,"Sydney Sixers",120,108,1,0,6,1,0,0,150,151,NA,151,4,3,5,0
"395",18428,"KFC T20 Big Bash League 2020/21",2021-01-03 05:05:00,"Australia/Perth","Perth Stadium",115.8822005,-31.9573535,20,20,120,120,120,"Perth Scorchers","Melbourne Renegades",0,"Perth Scorchers","Melbourne Renegades","Bowl",1.676,2.26,"Perth Scorchers",120,77,0,0,3,4,3,0,185,89,NA,186,3,10,1,3
"396",18430,"KFC T20 Big Bash League 2020/21",2021-01-04 08:15:00,"Australia/Brisbane","Brisbane Cricket Ground",153.038085,-27.485838,11,20,120,120,120,"Brisbane Heat","Sydney Thunder",0,"Sydney Thunder","Sydney Thunder","Bat",2.22,1.704,"Brisbane Heat",115,120,0,0,0,0,1,0,175,174,175,NA,5,8,8,3
"397",18432,"KFC T20 Big Bash League 2020/21",2021-01-04 05:05:00,"Australia/Hobart","Bellerive Oval",147.373739,-42.877361,10,20,120,120,120,"Hobart Hurricanes","Melbourne Stars",0,"Melbourne Stars","Hobart Hurricanes","Bowl",1.87,1.99,"Melbourne Stars",120,120,0,0,1,2,1,1,173,183,184,NA,6,6,3,1
